site,job_url,job_url_direct,title,company,location,job_type,date_posted,description
linkedin,https://www.linkedin.com/jobs/view/3808360476,,Junior - mid Python Developer,Opus Recruitment Solutions,"Greater London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858021317,,Machine Learning Engineer,Harnham,"City Of London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858022130,,Machine Learning Engineer,Harnham,"City Of London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858706995,,Research Scientist Manager (Llama team),Meta,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3730259754,,MLOps Engineer,Pandora,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3853490436,,Project Manager - Experiential & Festivals,Blank Space Recruitment,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857531895,,Project manager – Data Centres in the UK,Laminar Projects,"Greater London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3852774474,,Senior Project Manager,PW Construction Recruitment,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853491248,,Construction Project Manager,Decathlon UK,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857537924,,Project Manager - Asset Manager,Miryco Consultants Ltd,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855775329,,Medical Project Manager,Rubens Management Solutions Ltd,"Elstree, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853736202,,Senior Project Manager,Sky,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857321942,,Project Manager,Digital Catapult,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855776193,,Senior Project Manager,aisbrandlab,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853708126,,Project Manager,Construkt RS,"London, England, UK",,2024-03-14,"About FT Product & TechnologyHere at the FT, gold-standard journalism is just the beginning. 500-people strong, our Product and Tech team keeps us ahead of the ever-changing digital landscape by delivering cutting-edge products to over one million digital subscribers every day. Our plans for growth rely on a diverse, dedicated and dynamic group of product, tech, delivery and data specialists - everyone’s welcome in this friendly, forward-thinking team. And with entrepreneurial spirit, intelligence and opportunity at every turn, there’s no limits to where your FT career will take you.About The RoleAs a Data Scientist at the FT, you will shape the future of the products we build. By applying your analytical mindset, technical skills, and customer-first approach, you will help define the experiences we build for our subscribers and reach a wider and more diverse audience. You will be part of a supportive team that influences product strategy with dynamic cutting edge solutions, driven by our data and advanced data science and machine learning techniques. This is a unique opportunity for someone passionate about solving problems to advance a career within a growing Data Science team.Collaboration is central to how we work. Teams of Data Scientists work together on projects alongside Developers, Product Managers, Marketers and Journalists. We believe a diverse set of opinions and backgrounds generate better ideas and solve problems faster. Our tech stack varies depending on the project, but usually involves R or Python and Google BigQuery, SingleStore or AWS Redshift. We place special importance on clear and engaging explanations of our projects and models.We are lucky to be able to work on a wide range of ideas from across the FT. These include building metrics to understand customer behaviour; helping the business set data-driven targets; predicting which subscribers will cancel; measuring the gender balance of homepage images with facial recognition; quantifying the causal effect of user behaviour on engagement and customer lifetime value; segmenting our user base; recommending articles to users based on their reading behaviour; and many others.Role requirementsEssentialA friendly and collaborative approach to the people you work withProficiency with R and/or Python for data analysis and machine learningWorking with large data sets to solve complex problemsBachelors or Masters degree in Data Science, Maths, Physics, Computer Science, Engineering, Statistics, Economics, or other fields that use quantitative methods, or practical application of statistics and ML algorithms (e.g. Regression, Clustering, Decision Trees, Social Networks, Inference, Classification, Significance Tests, Time Series Analysis, Forecasting, Recommender Systems)Building, deploying, testing and evaluating the performance of machine learning models on production systems and in end user applicationsMotivation to help others keep up-to-date with the latest developments in Data Science and AI including AI ethicsDesirableA talent for turning analytical results into compelling stories in written, verbal and visual formExperience of collaborating with stakeholders to produce data-driven solutions (or a desire to do so)Git or SVN knowledgeInterest in and experience with Large Language Models and/or Natural Language Processing (NLP)Experience in agile teams or knowledge of agile methodologiesExperience in media and newsExperience producing Model[s] as a Service (MaaS)Experience in A/B testingBenefits25 days of leave, increasing to 30 after two years. We also offer additional flexi-days at 30% pay.Pension plan, the company will double your contribution up to 18% totalFree gym membership via GymPass, or subsidised access to Nuffield HealthEnhanced maternity & paternity packagesOther schemes include: childcare vouchers, give as you earn, cycle to work, travel loans, healthcare, dental, life assuranceFull details of our benefits can be found here.How We WorkWe offer a strict 35 hour working week to all staff in our London office. Our hybrid setup means staff are expected to come into the office 2 days a week on average. We operate flexibly and thus this 2 day a week figure should be taken as a general ratio of the time you will spend in the office.Our office is located across the street from St. Paul's Cathedral and is easily accessible from all corners of London. There are the main train terminals such as Liverpool Street, Moorgate, Blackfriars, City Thameslink or Waterloo all situated within walking distance or there are several tube stations within a few mins walk such as Mansion House (District or Circle line), St. Paul's (Central line), Bank (Central or Waterloo & City line) or Barbican (Central, Hammersmith & City or Metropolitan lines).Further InformationAt the FT, we are committed to providing an inclusive working environment for all. We are an equal opportunities employer that seeks to recruit and appoint the best talent regardless of age, gender, ethnicity, disability, sexual orientation, gender identity, socio-economic background, religion and/or belief. We also promote flexible working and will consider specific requests around flexibility for all roles where it can be accommodated. We aim to treat all employees in a fair and consistent manner, promote good working relationships to encourage high standards of conduct and performance within a work environment free from harassment, bullying and discrimination. Please let us know if you require any adjustments as part of the application process or to enable you to attend an interview. If you would like to discuss your requirements, or have any questions, please contact a member of our HR team who will be happy to help.
        


        
            Show more
          

          



        
            Show less"
linkedin,https://www.linkedin.com/jobs/view/3853704086,,Senior Project Manager,Bruin,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857137687,,Project Manager - Oval Delivery,Rail Delivery Group,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853494241,,Project Manager,Kenna Recruitment Ltd,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855715557,,Legal Project Manager,Clifford Chance,"Greater London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857537634,,Program Manager,Hays,"Hammersmith, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855583986,,Project Manager,Capstone Property Recruitment,"London Area, United Kingdom",,2024-03-14,"Do you enjoy solving problems, looking at problems through a different lens, and working closely with customers to innovate new solutions to complex problems? Do you jump with excitement at the opportunity to identify trends and provide unique business solutions? Do you want to join a team where learning about a new technology or solution is part of our work every day?The Industry Solutions Engineering (ISE) team is a global engineering organization that works directly with customers looking to leverage the latest technologies to address their toughest challenges. We work closely with our customers’ engineers to jointly develop code for cloud-based solutions that can accelerate their organization. We work in collaboration with Microsoft product teams, partners, and open-source communities to empower our customers to do more with the cloud. We pride ourselves in making contributions to open source and making our platforms easier to use.We develop solutions side-by-side with our customers through collaborative innovation to solve their challenges. This work involves the development of broadly applicable, high-impact solution patterns and open-source software assets that contribute to the Microsoft platform. In this role, you will be working with engineers from your team and our customers’ teams to apply your skills, perspectives, and creativity to grow as engineers and help solve our customers’ toughest challenges.We are hiring a Principal Data Scientist with deep experience in data management and expertise in developing statistical techniques to analyze data and find patterns. As part of our team, you will be working side-by-side with high-impact engineers and strategic customers to solve complex problems. You will communicate trends and innovative solutions to stakeholders. You will work cross-functionally with several teams including crews, product teams, and program management to deploy business solutions.Our team prides itself on embracing a growth mindset, inspiring excellence, and encouraging everyone to share their unique viewpoints and be their authentic selves. Join us and help create life-changing innovations that impact billions around the world!ResponsibilitiesBusiness Understanding and ImpactLeads data-driven projects with business acumen and data science expertise.Data Preparation and UnderstandingManages data collection and preparation for projects.Modeling and Statistical AnalysisApplies machine learning solutions and algorithms to achieve objectives, prepare and evaluate data, and communicate findings and risks. Writes scripts in various languages and understands Microsoft AI and ML tools. Designs experiments and operationalizes models at scale. Coaches junior engineers on best practices.EvaluationUnderstands relationship between selected models and business objectives. Ensures clear linkage between selected models and desired business objectives. Defines and designs feedback and evaluation methods. Coaches and mentors less experienced engineers as needed. Presents results and findings to senior customer stakeholders.Industry and Research Knowledge/Opportunity IdentificationProvides feedback, coaching, and support to engineering team and other teams based on business knowledge, technical expertise, and industry trends.Coding and DebuggingDemonstrates excellent coding and debugging skills across multiple features/solutions.Business ManagementDrives business value by collaborating with stakeholders and improving solutions.Customer/Partner OrientationDelivers customer-oriented solutions and builds trust with Microsoft products.QualificationsBachelor's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results)OR Master's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results)OR Doctorate in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND data-science experience (e.g., managing structured and unstructured data, applying statistical techniques and reporting results)OR equivalent experience.Experience working as part of geographically dispersed, diverse, and virtual teamsEnjoy travel and are comfortable with travel up to 25%Demonstrated ability to work with customers and collaborate across company boundariesExpertise in deep learning and generative AI models with hands-on experience applying them in real-world scenarios.Knowledge of advancements and emerging research in foundation models, including large language models (LLMs).Our team prides itself on embracing a growth mindset, inspiring excellence, and encouraging everyone to share their unique viewpoints and be their authentic selves. Join us and help create life-changing innovations that impact billions around the world!At Microsoft, we are seeking people who have a passion for the positive impact technology can have on communities and for making a difference in the world. Within ISE, you will find a wide range of backgrounds, perspectives, personal and cultural experiences which are vital to our success with our customers.  It’s an informal and flexible work environment and you’ll be welcome to work in the way that best enables you to get your job done.We invest in your health, wellness, and financial future by offering a competitive package including a wide range of benefits built around your personal needs and those close to you.  #ISEngineeringMicrosoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
        


        
            Show more
          

          



        
            Show less"
linkedin,https://www.linkedin.com/jobs/view/3857537705,,Program Manager,ABL Recruitment,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3854508984,,Project Manager,Escalent,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854167887,,Project Manager,SEA,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854521816,,Event Project Manager,Alexander Jack,"Greater London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856126057,,Creative Media Project Manager,Trinnovo Group | B Corp™,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856291286,,Project Manager,Better Dairy,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855136764,,Project Manager,alfanar,"Brentford, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3829303221,,Project Manager,kACE - A Fenics Brand,"Greater London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855351280,,Project Manager - Oval Delivery - FTC,Rail Delivery Group,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854512654,,Project Manager,Practicus,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854557807,,Project Coordinator - Travel Retail EMA (based London),The Estée Lauder Companies Inc.,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855656495,,Project Manager,ThisThat,"Greater London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854530022,,Marketing Project Manager,The Hyde Group,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3851764882,,Investment Project Delivery Manager – Facilities/Construction,PureGym,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856156301,,Event Project Manager,Charity Talent - Recruitment,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3851792410,,Senior Transformation Project Manager,Hertfordshire Community NHS Trust,"Welwyn Garden City, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856102094,,Project Manager,Aldwych Consulting Ltd,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856291314,,Senior Project Manager,Moving Brands,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3834663538,,Digital Project Manager,Endeavor,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3851777813,,Project Manager,SMBC Group EMEA,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854207690,,Estates Project Manager (Private Member Club),Guru Careers,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3851791086,,Project Manager,Eden Brown Synergy,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854211722,,Project Manager,ALOIS Solutions,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3853989418,,Project Manager,Interv_l,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854217650,,Project Manager,Areti Group,"Reading, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856285982,,Project/Delivery Manager,Intent HQ,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855366974,,Assistant Project Manager,Lendlease,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854210286,,Project Manager,Emerson Partners,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3852305432,,Program Manager,Morgan McKinley,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854293701,,Assistant to Project Manager,Capstone Property Recruitment,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854517011,,Project Manager (Front Office & Investments),Meraki Talent Ltd,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3852347562,,Creative Media Project Manager,Trust In SODA,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855664553,,Project Manager,TipTopJob,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3853985615,,Senior Project Manager,Quanta part of QCS Staffing,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855913157,,Healthy Lives Project Manager,The Health Foundation,"London Area, United Kingdom",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3854588118,,Program Manager,Beam Projects,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3852344901,,Digital Project Manager - Day Rate Contractor,Bodhi,"Greater London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3852358424,,Project Manager CAPEX Projects,i-Pharm Consulting,"Slough, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3853987778,,Project Manager,Vantage Consulting,"Reading, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855368738,,Project Manager,Randstad UK,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855395844,,Project Manager,dentsu,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3855329700,,Marketing Project Manager,The Opportunity Hub UK,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3851127929,,Project Manager - Building Conservation,Mitchell Maguire,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3856237134,,Project Manager,Rue Two Recruitment Ltd,"London, England, UK",,2024-03-13,
linkedin,https://www.linkedin.com/jobs/view/3853295296,,Senior Project Manager,VaynerMedia,"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3854603622,,Transformation Project Manager,Corndel,"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3853262788,,Senior Project Manager,VaynerX,"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3850434146,,Project Manager,La Fosse,"London Area, United Kingdom",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3849967482,,Project Manager / Senior Project Manager - (Market Research),Walr,"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3853294579,,Program Project Manager,James Adams,"London Area, United Kingdom",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3853218189,,Senior Project Manager,VGC Group,"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3854616821,,Project Manager,Collabera Digital,"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3853226620,,Technical Project Manager - Midnight,iome,"Greater London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3854623882,,Senior Innovation Project Manager,Alternative Networks (now part of Daisy Group),"London, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3854626685,,Event Project Manager,Ignite Recruitment Services,"Beckenham, England, UK",,2024-03-12,
linkedin,https://www.linkedin.com/jobs/view/3856026738,,Project Manager,Fever,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858794223,,"Project Manager, Health",BBH London,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858066370,,Social Media Project Manager - Luxury Fashion Retailer,Trinnovo Group | B Corp™,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856851944,,Junior Project Manager,Impact Creative Recruitment Ltd,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3857880445,,Project Manager (Digital),Jellycat,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856842178,,Project Manager,Cityscape Digital,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3855405132,,Project/Program Manager,Aquent UK,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3858040915,,Senior Project Manager,Belmont Recruitment,"Ilford, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856669292,,Project Manager,Venquis,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3857587716,,Development Project Manager - EV Charging - London - £60k,EVEREC,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3855430683,,Project Manager,Coforge,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3848233057,,Project Manager in London - Mystery Shopping Client,Love Recruitment Ltd,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3858794249,,Digital Project Manager,Levick Stanley,"Greater London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856667749,,Project Manager (Digital Transformation),Movement8,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3818702228,,Project Manager,RAPP,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858041030,,Project Manager,Xenon Recruitment Limited,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3855757363,,Senior Project Manager,i3,"City Of London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3857861841,,Project Manager,NatWest Group,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856851493,,Project Manager,Dynamic Resources,"Greater London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3855489722,,Project Manager - Customer Engagement,VCCP,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3856423366,,Senior Project Manager,mavis London,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856696041,,Project Manager Scrum Master,Foster + Partners,"Greater London, England, UK",,,"Job Title: Project Manager CAPEX Projects Location: Slough, UK - on site full time Contract: 12 Months Hours: 40 H P/W Pay: £440 per day - inside IR35 via Umbrella Please note: this role does not offer any VISA sponsorship, to be eligible for the role you must be an UK Citizen. i-pharm consulting is working with a global pharmaceutical company who are a preferred global partner to the pharmaceutical, biotech and nutrition markets. They focus on enabling treatments that prevent illness and support healthier lifestyles and optimize scientific innovation and manufacturing technology to enable their customers to serve their patients and consumers. They are looking for a CAPEX Project Manager on a initial 12 month contract position on site in Slough.Job Title: Capital Projects ManagerRole Purpose:The Capital Projects Manager is responsible for overseeing and delivering capital projects, CARs (Capital Appropriation Requests), and Lump Sums, adhering to client standards from concept to beneficial use. They are accountable for project cost control, schedules, and regular reporting in alignment with Group and local policies, while effectively communicating with stakeholders throughout the project lifecycle.Key Accountabilities and Duties:Manage projects to agreed cost, quality, and schedule, ensuring adherence to Group and local Lump sum policy.Generate and manage overall project costs throughout the project lifecycle, providing regular updates and reports as per Group and local policies.Generate and control Project Change Requests (PCRs) and maintain project schedule and risk register.Support and manage Contractors and internal project team members to achieve project goals.Contribute to and support Environmental, Health, and Safety (EHS) initiatives for the site and projects, escalating issues when necessary.Ensure compliance with Quality records, Change Control processes, and data integrity policies.Facilitate procurement processes for CAR and Lump sum requests, ensuring compliance with Group policy.Assist Finance with technical closeouts and asset capitalization.Provide technical leadership and collaborate with internal or external Subject Matter Experts to achieve project objectives.Perform other duties as assigned.Education:Preferred degree in Engineering.Experience:Experience in project management, preferably within pharmaceutical environments adhering to GMP processes.Knowledge:Pharmaceutical industry experience, practical knowledge desirable.Skills:Proficient in project management.Working knowledge of CDM (Construction Design and Management regulations) and industry Quality requirements.If you are interested in finding out more about this role or others, please contact Manpreet Bhullar at mbhullar@i-pharmconsulting.com or call +44020 7551 0802



        
            Show more
          

          



        
            Show less"
linkedin,https://www.linkedin.com/jobs/view/3802984544,,Project Manager,RAPP,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858873028,,Construction Project Manager,The Office Group,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3855746618,,Project Manager,AEJ Consulting Ltd,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3858038754,,Fit Out Project Manager,McLaren Resourcing LLP,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3855762558,,Digital Project Manager,Mexa Solutions,"London, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856683565,,Project Manager - Business Change,The Search Project,"London Area, United Kingdom",,,
linkedin,https://www.linkedin.com/jobs/view/3837857585,,Customer Program Manager,Boeing,"Crawley, England, UK",,,
linkedin,https://www.linkedin.com/jobs/view/3856929708,,Sales Director,Amagi Corporation,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3834636644,,Account Manager,Lime Talent,"Greater London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857810836,,Partner / Account Manager (On Trade),Atom Group,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853495285,,Country Manager UK,Arlettie Paris,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855724019,,Lead Account Manager,Ignite Digital Talent,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857353613,,Sales Manager,Hilton,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853711717,,Key Account Manager- MICE,Millennium Hotels and Resorts,"Greater London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855578537,,Sales Account Manager (Foodservice),New Chapter Consulting Ltd,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3856035732,,Account Manager - Handbags,RHR,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3835224408,,Country Sales Head,Writer Information,"London Area, United Kingdom",,2024-03-14,"Creative Media Project ManagerStart: ASAP, we can accommodate a reasonable notice period.Length: 3 > 6 Months Initially + extensionLocation: Central London. HybridPay Rate: £250 > £300 per dayIR35: InsideI am working with a leading Retail company that is looking for an experienced Creative Media Project Manager to join their team in London.Ideally, we are looking for someone that would be able to start this project as soon as possible, however, we can accommodate a reasonable notice period, of four weeks maximum.The role of the Creative Media Project Manager is to work closely with Marketing, Creative, and the wider business teams to deliver core marketing brand moments specifically through global Paid and Organic Social platforms.This role is directly accountable for the end-to-end management of social projects across planning, strategy, creative development, delivery and execution - the success of which is driven by successful collaboration with teams, closely partnering with marketing, production and creative specialists to deliver exceptional and innovative business initiatives.Responsibilities Confidently collaborating closely with key stakeholders in the department and the wider Project Management team to drive projects in a positive way, ensuring constant communication and alignment between teams. Provide necessary leadership, planning and communication on projects, while seeking the best possible strategic and creative outcome. Supporting the Social Team in delivering both the creative and strategic elements for each channel, ensuring both work in tandem. Taking ownership of social processes, ensuring smooth operations and clear ways of working are defined with the team and regularly assessed. Managing risks, issues and escalating as required, providing appropriate options to self-solve situations. Planning and organising internal review sessions, outlining clear agendas and next steps to protect project timings. Creating clear status updates and tracking multiple projects to keep on brief, on time and to the agreed budget - using project management methodologies appropriate to successful completion. Authoring and tracking daily task lists throughout the social project life cycle from initial scoping and concepting, through to production and delivery. Partnering with the Social Creative Lead to manage the creative team in terms of project allocation and prioritisation, to ensure the smooth running of initiatives.Skills And Experience Hold first class interpersonal skills, especially meeting management, facilitation, presentation and written communications. Proven experience in formal Project Management roles, ideally working within a similar industry, working closely with creative and marketing teams. An understanding of global Social platforms, to proactively drive these forward for the business. Ability to form relationships with stakeholders to ensure their requirements are captured and met throughout the course of projects. An agile approach, being confident in managing multiple work streams. Organise and report on complex information, providing clarity on dependencies to teams, as well as facilitating decision making across a broad range of senior stakeholders. Accountable for delivery of projects on time and on brief by leveraging multiple skill sets, so must be able to understand the needs of the team and balance these to ensure delivery is running effectively.If this looks like you, please apply with your updated CV! 😊
        


        
            Show more
          

          



        
            Show less"
linkedin,https://www.linkedin.com/jobs/view/3836422755,,Channel Sales Manager - UKI,Freshworks,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3801522252,,Sales Associate - Selfridges,Montblanc,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853472647,,Area Sales Manager,Michael Page,"Cambridge, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857518653,,Area Sales Manager,TipTopJob,"Watford, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857520732,,Sales Manager  London,Aimée Willow Connex,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3854401623,,Sales Manager,Intuition,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857530778,,Regional Sales Negotiator,Travis Perkins plc,"Paddington, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857377126,,Account Manager,ODT Partners,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857361795,,Sales Manager,Lamington Group | B Corp™,"Hammersmith, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857113802,,Account Manager,Leo Burnett UK,"London, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3835523372,,Field Sales Representative - Canary Wharf,Coca-Cola Europacific Partners,"City Of Westminster, England, UK",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3855588619,,Account Manager,Cognatio Solutions,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3857155855,,Senior Account Manager - General Merchandise,Pod Talent,"London Area, United Kingdom",,2024-03-14,
linkedin,https://www.linkedin.com/jobs/view/3853478989,,Account Director,Executive Talent,"Greater London, England, UK",,2024-03-14,
